event,session,car,driver,lap,kph,parse_error,vehicle,report_type,round,source_file,extracted_at
DAR,Q03,17,Brodie Kostecki,2,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,3,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,4,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,5,60,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,6,264,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,7,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,8,173,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,9,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,10,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,1,80,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,2,259,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,3,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,4,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,5,107,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,6,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,7,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,8,170,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,9,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,10,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,11,92,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,18,Anton De Pasquale,12,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,1,67,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,2,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,3,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,4,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,5,63,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,6,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,7,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,8,145,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,9,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,10,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,11,95,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,12,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,19,Matthew Payne,13,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,1,77,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,2,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,3,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,4,246,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,5,85,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,6,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,7,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,8,159,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,9,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,10,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,11,98,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,12,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,20,David Reynolds,13,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,1,66,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,2,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,3,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,4,59,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,5,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,6,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,7,177,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,8,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,9,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,10,86,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,11,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,26,Kai Allen,12,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,1,125,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,2,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,3,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,4,208,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,5,73,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,6,266,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,7,268,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,8,97,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,31,Jayden Ojeda,9,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,38,Rylan Gray,1,70,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,38,Rylan Gray,2,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,38,Rylan Gray,3,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,38,Rylan Gray,4,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,38,Rylan Gray,5,62,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,38,Rylan Gray,6,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,38,Rylan Gray,7,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,55,Thomas Randle,1,64,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,55,Thomas Randle,2,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,55,Thomas Randle,3,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,55,Thomas Randle,4,59,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,55,Thomas Randle,5,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,55,Thomas Randle,6,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,88,Broc Feeney,1,63,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,88,Broc Feeney,2,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,88,Broc Feeney,3,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,88,Broc Feeney,4,237,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,88,Broc Feeney,5,64,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,88,Broc Feeney,6,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,88,Broc Feeney,7,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,96,Macauley Jones,1,83,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,96,Macauley Jones,2,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,96,Macauley Jones,3,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,96,Macauley Jones,4,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,96,Macauley Jones,5,72,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,96,Macauley Jones,6,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,99,Cooper Murray,1,124,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,99,Cooper Murray,2,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,99,Cooper Murray,3,265,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,99,Cooper Murray,4,256,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,99,Cooper Murray,5,71,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,99,Cooper Murray,6,265,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,777,Declan Fraser,1,159,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,777,Declan Fraser,2,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,777,Declan Fraser,3,266,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,777,Declan Fraser,4,265,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,777,Declan Fraser,5,68,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,777,Declan Fraser,6,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,777,Declan Fraser,7,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,1,68,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,2,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,3,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,4,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,5,62,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,6,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,7,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,8,177,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,9,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,10,256,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,11,94,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,12,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,888,William Brown,13,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q06,1,Chaz Mostert,1,88,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q18.pdf,21/06/2026 16:40
DAR,Q06,1,Chaz Mostert,2,74,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q18.pdf,21/06/2026 16:40
