event,session,car,driver,lap,kph,parse_error,vehicle,report_type,round,source_file,extracted_at
DAR,Q19,96,Macauley Jones,2,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,96,Macauley Jones,3,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,96,Macauley Jones,4,95,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,96,Macauley Jones,5,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,96,Macauley Jones,6,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,99,Cooper Murray,1,138,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,99,Cooper Murray,2,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,99,Cooper Murray,3,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,777,Declan Fraser,1,163,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,777,Declan Fraser,2,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,777,Declan Fraser,3,265,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,777,Declan Fraser,4,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,777,Declan Fraser,5,74,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,777,Declan Fraser,6,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,777,Declan Fraser,7,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,1,68,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,2,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,3,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,4,251,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,5,71,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,6,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,7,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,8,95,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,9,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,10,253,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q19.pdf,21/06/2026 12:50
DAR,Q19,1,Chaz Mostert,1,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,4,Jack Le Brocq,1,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,6,Cameron Waters,1,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,8,Andre Heimgartner,1,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,10,Zach Bates,1,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,14,Cameron Hill,1,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,18,Anton De Pasquale,1,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,19,Matthew Payne,1,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,88,Broc Feeney,1,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q19,888,William Brown,1,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_T19.pdf,21/06/2026 12:50
DAR,Q03,1,Chaz Mostert,1,64,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,1,Chaz Mostert,2,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,1,Chaz Mostert,3,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,1,Chaz Mostert,4,59,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,1,Chaz Mostert,5,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,1,Chaz Mostert,6,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,1,67,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,2,259,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,3,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,4,259,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,5,59,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,6,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,7,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,8,177,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,9,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,10,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,11,83,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,12,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,2,Ryan Wood,13,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,3,Aaron Cameron,1,69,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,3,Aaron Cameron,2,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,3,Aaron Cameron,3,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,3,Aaron Cameron,4,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,3,Aaron Cameron,5,65,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,3,Aaron Cameron,6,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,3,Aaron Cameron,7,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,4,Jack Le Brocq,1,135,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,4,Jack Le Brocq,2,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,4,Jack Le Brocq,3,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,4,Jack Le Brocq,4,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,4,Jack Le Brocq,5,71,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,4,Jack Le Brocq,6,265,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,4,Jack Le Brocq,7,266,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,1,63,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,2,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,3,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,4,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,5,61,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,6,264,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,7,264,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,8,178,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,9,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,6,Cameron Waters,10,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,7,James Golding,1,61,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,7,James Golding,2,259,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,7,James Golding,3,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,7,James Golding,4,262,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,7,James Golding,5,61,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,7,James Golding,6,263,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,1,81,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,2,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,3,261,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,4,252,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,5,69,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,6,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,7,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,8,170,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,9,260,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,10,253,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,11,100,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,8,Andre Heimgartner,12,263,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,9,Jobe Stewart,1,116,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,9,Jobe Stewart,2,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,9,Jobe Stewart,3,262,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,9,Jobe Stewart,4,260,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,9,Jobe Stewart,5,104,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,9,Jobe Stewart,6,261,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,10,Zach Bates,1,140,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,10,Zach Bates,2,263,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,10,Zach Bates,3,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,10,Zach Bates,4,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,10,Zach Bates,5,70,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,10,Zach Bates,6,265,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,10,Zach Bates,7,264,FALSE,Chevrolet,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,11,Jackson Walls,1,84,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,11,Jackson Walls,2,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,11,Jackson Walls,3,261,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,11,Jackson Walls,4,77,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,11,Jackson Walls,5,260,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,14,Cameron Hill,1,81,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,14,Cameron Hill,2,262,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,14,Cameron Hill,3,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,14,Cameron Hill,4,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,14,Cameron Hill,5,67,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,14,Cameron Hill,6,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,14,Cameron Hill,7,264,FALSE,Toyota,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
DAR,Q03,17,Brodie Kostecki,1,69,FALSE,Ford,top_speed,NaN,/Users/lholliday/SimEnv/dataAcquisition/timing/timingData/06_DAR/speedTrap/E06DAR_Qualifying_Q17.pdf,21/06/2026 16:40
