event,session,car,driver,vehicle,lap,time_of_day,s1_kph,parse_error,report_type,round,source_file,extracted_at,identifier,v8sc_name,kph
TAS,P02,55,Thomas Randle,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,55,Thomas Randle,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,P02,55,Thomas Randle,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,231
TAS,P02,55,Thomas Randle,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,232
TAS,P02,55,Thomas Randle,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,237
TAS,P02,55,Thomas Randle,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,P02,55,Thomas Randle,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,251
TAS,P02,55,Thomas Randle,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,251
TAS,P02,88,Broc Feeney,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,170
TAS,P02,88,Broc Feeney,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,88,Broc Feeney,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,88,Broc Feeney,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,187
TAS,P02,88,Broc Feeney,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,242
TAS,P02,88,Broc Feeney,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,88,Broc Feeney,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,88,Broc Feeney,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,210
TAS,P02,88,Broc Feeney,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,230
TAS,P02,88,Broc Feeney,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,88,Broc Feeney,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,P02,88,Broc Feeney,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,P02,96,Macauley Jones,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,220
TAS,P02,96,Macauley Jones,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,246
TAS,P02,96,Macauley Jones,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,246
TAS,P02,96,Macauley Jones,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,96,Macauley Jones,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,199
TAS,P02,96,Macauley Jones,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,96,Macauley Jones,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,96,Macauley Jones,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,234
TAS,P02,96,Macauley Jones,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,96,Macauley Jones,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,96,Macauley Jones,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,96,Macauley Jones,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,96,Macauley Jones,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,240
TAS,P02,96,Macauley Jones,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,225
TAS,P02,96,Macauley Jones,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,246
TAS,P02,96,Macauley Jones,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,96,Macauley Jones,,17,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,96,Macauley Jones,,18,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,251
TAS,P02,99,Cooper Murray,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,228
TAS,P02,99,Cooper Murray,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,99,Cooper Murray,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,99,Cooper Murray,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,99,Cooper Murray,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,99,Cooper Murray,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,99,Cooper Murray,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,99,Cooper Murray,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,99,Cooper Murray,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,246
TAS,P02,99,Cooper Murray,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,99,Cooper Murray,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,180
TAS,P02,99,Cooper Murray,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,P02,99,Cooper Murray,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,252
TAS,P02,99,Cooper Murray,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,251
TAS,P02,99,Cooper Murray,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,227
TAS,P02,99,Cooper Murray,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,197
TAS,P02,777,Declan Fraser,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,240
TAS,P02,777,Declan Fraser,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,777,Declan Fraser,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,P02,777,Declan Fraser,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,251
TAS,P02,777,Declan Fraser,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,248
TAS,P02,777,Declan Fraser,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,777,Declan Fraser,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,P02,777,Declan Fraser,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,777,Declan Fraser,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,777,Declan Fraser,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,P02,777,Declan Fraser,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,777,Declan Fraser,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,777,Declan Fraser,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,777,Declan Fraser,,14,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,251
TAS,P02,777,Declan Fraser,,15,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,252
TAS,P02,777,Declan Fraser,,16,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,251
TAS,P02,888,William Brown,,1,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,229
TAS,P02,888,William Brown,,2,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,246
TAS,P02,888,William Brown,,3,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,888,William Brown,,4,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,246
TAS,P02,888,William Brown,,5,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,234
TAS,P02,888,William Brown,,6,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,888,William Brown,,7,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,247
TAS,P02,888,William Brown,,8,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,227
TAS,P02,888,William Brown,,9,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,245
TAS,P02,888,William Brown,,10,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,246
TAS,P02,888,William Brown,,11,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,249
TAS,P02,888,William Brown,,12,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,218
TAS,P02,888,William Brown,,13,NaN,NaN,false,,NaN,E:\2026\99_seasonTiming\05_TAS\top_speed\Practice 2.pdf,2026-05-23 09:18:17,,,250
TAS,Q06,888,William Brown,Ford Mustang GT,1,1,38,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,1,Chaz Mostert,Toyota GR Supra A90,2,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,2,Ryan Wood,Toyota GR Supra A90,2,1,38,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,7,James Golding,Ford Mustang GT,2,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,3,Aaron Cameron,Ford Mustang GT,2,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,8,Andre Heimgartner,Toyota GR Supra A90,2,1,35,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,6,Cameron Waters,Ford Mustang GT,3,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,55,Thomas Randle,Ford Mustang GT,3,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,88,Broc Feeney,Ford Mustang GT,4,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,14,Cameron Hill,Toyota GR Supra A90,4,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,96,Macauley Jones,Toyota GR Supra A90,4,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,17,Brodie Kostecki,Ford Mustang GT,5,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,19,Matthew Payne,Ford Mustang GT,6,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,20,David Reynolds,Chev Camaro ZL1,6,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,18,Anton De Pasquale,Chev Camaro ZL1,6,1,35,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,38,Rylan Gray,Ford Mustang GT,6,1,32,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,4,Jack Le Brocq,Chev Camaro ZL1,11,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,11,Jackson Walls,Ford Mustang GT,11,1,42,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,6,Cameron Waters,Ford Mustang GT,10,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,26,Kai Allen,Ford Mustang GT,12,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,55,Thomas Randle,Ford Mustang GT,10,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,96,Macauley Jones,Toyota GR Supra A90,10,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,99,Cooper Murray,Chev Camaro ZL1,11,1,36,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,1,Chaz Mostert,Toyota GR Supra A90,11,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,88,Broc Feeney,Ford Mustang GT,11,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,888,William Brown,Ford Mustang GT,11,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,10,Zach Bates,Chev Camaro ZL1,12,1,38,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,20,David Reynolds,Chev Camaro ZL1,11,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,17,Brodie Kostecki,Ford Mustang GT,11,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,3,Aaron Cameron,Ford Mustang GT,10,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,2,Ryan Wood,Toyota GR Supra A90,11,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,31,Jayden Ojeda,Chev Camaro ZL1,12,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,7,James Golding,Ford Mustang GT,11,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,19,Matthew Payne,Ford Mustang GT,11,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,38,Rylan Gray,Ford Mustang GT,11,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,9,Jobe Stewart,Chev Camaro ZL1,12,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,18,Anton De Pasquale,Chev Camaro ZL1,11,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,8,Andre Heimgartner,Toyota GR Supra A90,11,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,777,Declan Fraser,Chev Camaro ZL1,12,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,14,Cameron Hill,Toyota GR Supra A90,11,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,88,Broc Feeney,Ford Mustang GT,12,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,6,Cameron Waters,Ford Mustang GT,12,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,55,Thomas Randle,Ford Mustang GT,12,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,20,David Reynolds,Chev Camaro ZL1,14,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,18,Anton De Pasquale,Chev Camaro ZL1,14,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,17,Brodie Kostecki,Ford Mustang GT,14,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,1,Chaz Mostert,Toyota GR Supra A90,15,1,38,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,2,Ryan Wood,Toyota GR Supra A90,15,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,6,Cameron Waters,Ford Mustang GT,16,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,8,Andre Heimgartner,Toyota GR Supra A90,19,1,35,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,2,Ryan Wood,Toyota GR Supra A90,18,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,20,David Reynolds,Chev Camaro ZL1,18,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,17,Brodie Kostecki,Ford Mustang GT,18,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,55,Thomas Randle,Ford Mustang GT,17,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q06,88,Broc Feeney,Ford Mustang GT,19,1,38,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Pit Speed Qualifying 14.pdf,2026-05-23 11:54:40,,,
TAS,Q15,1,Chaz Mostert,Toyota GR Supra A90,0,1,38,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Qualifying 15.pdf,2026-05-23 11:54:41,,,
TAS,Q15,2,Ryan Wood,Toyota GR Supra A90,0,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Qualifying 15.pdf,2026-05-23 11:54:41,,,
TAS,Q15,888,William Brown,Ford Mustang GT,3,1,37,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Qualifying 15.pdf,2026-05-23 11:54:41,,,
TAS,Q15,88,Broc Feeney,Ford Mustang GT,4,1,34,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Qualifying 15.pdf,2026-05-23 11:54:41,,,
TAS,Q15,19,Matthew Payne,Ford Mustang GT,4,1,39,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Qualifying 15.pdf,2026-05-23 11:54:41,,,
TAS,Q15,26,Kai Allen,Ford Mustang GT,4,1,38,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Qualifying 15.pdf,2026-05-23 11:54:41,,,
TAS,Q15,6,Cameron Waters,Ford Mustang GT,4,1,40,false,pit_speed,NaN,E:\2026\99_seasonTiming\05_TAS\pit_speed\Qualifying 15.pdf,2026-05-23 11:54:41,,,
