event,session,car,driver,vehicle,lap,time_of_day,s1_kph,parse_error,round,source_file,extracted_at,kph,report_type
RUA,R12,88,Broc Feeney,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,88,Broc Feeney,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,245,
RUA,R12,88,Broc Feeney,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,88,Broc Feeney,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,246,
RUA,R12,88,Broc Feeney,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,96,Macauley Jones,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,189,
RUA,R12,96,Macauley Jones,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,239,
RUA,R12,96,Macauley Jones,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,244,
RUA,R12,96,Macauley Jones,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,244,
RUA,R12,96,Macauley Jones,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,96,Macauley Jones,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,96,Macauley Jones,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,96,Macauley Jones,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,96,Macauley Jones,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,96,Macauley Jones,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,96,Macauley Jones,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,245,
RUA,R12,96,Macauley Jones,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,96,Macauley Jones,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,189,
RUA,R12,96,Macauley Jones,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,96,Macauley Jones,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,96,Macauley Jones,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,96,Macauley Jones,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,96,Macauley Jones,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,96,Macauley Jones,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,96,Macauley Jones,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,96,Macauley Jones,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,96,Macauley Jones,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,236,
RUA,R12,96,Macauley Jones,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,96,Macauley Jones,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,96,Macauley Jones,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,224,
RUA,R12,96,Macauley Jones,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,96,Macauley Jones,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,96,Macauley Jones,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,96,Macauley Jones,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,99,Cooper Murray,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,213,
RUA,R12,99,Cooper Murray,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,99,Cooper Murray,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,99,Cooper Murray,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,99,Cooper Murray,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,99,Cooper Murray,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,99,Cooper Murray,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,99,Cooper Murray,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,99,Cooper Murray,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,190,
RUA,R12,99,Cooper Murray,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,99,Cooper Murray,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,99,Cooper Murray,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,99,Cooper Murray,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,99,Cooper Murray,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,99,Cooper Murray,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,230,
RUA,R12,99,Cooper Murray,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,99,Cooper Murray,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,99,Cooper Murray,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,777,Declan Fraser,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,182,
RUA,R12,777,Declan Fraser,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,240,
RUA,R12,777,Declan Fraser,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,777,Declan Fraser,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,777,Declan Fraser,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,777,Declan Fraser,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,777,Declan Fraser,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,246,
RUA,R12,777,Declan Fraser,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,777,Declan Fraser,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,777,Declan Fraser,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,777,Declan Fraser,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,777,Declan Fraser,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,777,Declan Fraser,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,777,Declan Fraser,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,777,Declan Fraser,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,245,
RUA,R12,777,Declan Fraser,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,186,
RUA,R12,777,Declan Fraser,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,246,
RUA,R12,777,Declan Fraser,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,777,Declan Fraser,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,777,Declan Fraser,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,777,Declan Fraser,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,777,Declan Fraser,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,777,Declan Fraser,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,777,Declan Fraser,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,777,Declan Fraser,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,777,Declan Fraser,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,777,Declan Fraser,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,235,
RUA,R12,777,Declan Fraser,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,237,
RUA,R12,777,Declan Fraser,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,253,
RUA,R12,777,Declan Fraser,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,244,
RUA,R12,777,Declan Fraser,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,777,Declan Fraser,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,777,Declan Fraser,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,247,
RUA,R12,777,Declan Fraser,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,777,Declan Fraser,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,777,Declan Fraser,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,777,Declan Fraser,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,888,William Brown,,1,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,184,
RUA,R12,888,William Brown,,2,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,244,
RUA,R12,888,William Brown,,3,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,888,William Brown,,4,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,888,William Brown,,5,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,888,William Brown,,6,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,888,William Brown,,7,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,888,William Brown,,8,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,888,William Brown,,9,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,888,William Brown,,10,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,888,William Brown,,11,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,888,William Brown,,12,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,888,William Brown,,13,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,888,William Brown,,14,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,888,William Brown,,15,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,888,William Brown,,16,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,888,William Brown,,17,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,888,William Brown,,18,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,191,
RUA,R12,888,William Brown,,19,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,888,William Brown,,20,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,888,William Brown,,21,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,253,
RUA,R12,888,William Brown,,22,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,888,William Brown,,23,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,888,William Brown,,24,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,253,
RUA,R12,888,William Brown,,25,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,888,William Brown,,26,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,888,William Brown,,27,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,888,William Brown,,28,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,888,William Brown,,29,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,251,
RUA,R12,888,William Brown,,30,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,252,
RUA,R12,888,William Brown,,31,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,250,
RUA,R12,888,William Brown,,32,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,244,
RUA,R12,888,William Brown,,33,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,243,
RUA,R12,888,William Brown,,34,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,239,
RUA,R12,888,William Brown,,35,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,R12,888,William Brown,,36,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,249,
RUA,R12,888,William Brown,,37,NaN,NaN,false,NaN,E:\2026\99_seasonTiming\04_RUA\top_speed\Race 12.pdf,2026-04-22 16:34:46,248,
RUA,PRACTICE,888,William Brown,Ford Mustang GT,10,1,36,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,777,Declan Fraser,Chev Camaro ZL1,10,1,38,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,11,Jackson Walls,Ford Mustang GT,11,1,39,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,4,Jack Le Brocq,Chev Camaro ZL1,11,1,39,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,3,Aaron Cameron,Ford Mustang GT,11,1,39,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,10,Zach Bates,Chev Camaro ZL1,13,1,36,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,26,Kai Allen,Ford Mustang GT,12,1,35,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,8,Andre Heimgartner,Toyota GR Supra A90,14,1,38,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,2,Ryan Wood,Toyota GR Supra A90,12,1,38,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,88,Broc Feeney,Ford Mustang GT,13,1,38,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
RUA,PRACTICE,17,Brodie Kostecki,Ford Mustang GT,11,1,39,false,NaN,E:\2026\99_seasonTiming\04_RUA\pit_speed\Practice.pdf,2026-04-22 16:34:51,,
