TIRF Data File: Project 1792; Run 29; ISO False; ID 0ewPQRp
ET	V	SA	IA	RL	FX	FY	FZ	MX	MZ	NFX	NFY	P	N	HT	RE	SR	TSTO	TSTC	TSTI	TSTSI	RST	CFZ	CV	CSA	CSR	CP	CIA	AmbTmp	TLT1	TLT2	TLT3	TLT4	TLT5	TLT6	TLT7	TLT8
s	kph	deg	deg	cm	N	N	N	Nm	Nm	none	none	psi	rpm	Nm	cm	SAE	deg c	deg c	deg c	deg c	deg c	N	kph	deg	none	psi	deg	deg c								
47.00	0.01	0.013	0.001	32.40	-86.30	448.73	-3082.70	61.60	-84.66	0.03	-0.15	19.06	-0.03	-12.94	-76.16	-1.43	27.30	25.45	26.03	30.20	21.95	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.01	0.02	0.012	0.008	32.40	-87.74	449.06	-3083.57	61.07	-85.50	0.03	-0.15	19.04	-0.27	-6.84	-17.02	-2.90	27.28	25.47	25.98	30.18	21.94	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.02	0.02	0.013	0.001	32.40	-86.26	447.52	-3084.80	61.00	-84.64	0.03	-0.15	19.04	0.09	-9.28	49.57	-0.35	27.28	25.45	26.08	30.15	21.88	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.03	0.01	0.018	0.008	32.40	-86.97	450.22	-3082.49	61.17	-85.06	0.03	-0.15	19.05	0.09	-8.06	23.18	0.40	27.28	25.47	26.08	30.13	21.87	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.04	0.01	0.022	-0.005	32.40	-84.86	448.34	-3084.85	61.22	-84.45	0.03	-0.15	19.05	-0.15	-9.28	-14.41	-3.25	27.26	25.48	26.12	30.17	21.85	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.05	-0.00	0.016	0.003	32.39	-85.49	448.79	-3085.04	61.88	-84.19	0.03	-0.15	19.03	0.09	-14.16	-3.21	-11.09	27.23	25.49	26.13	30.15	21.83	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.06	0.01	0.020	-0.002	32.40	-87.11	449.65	-3083.56	61.32	-85.12	0.03	-0.15	19.02	-0.15	-11.72	-14.41	-3.25	27.23	25.49	26.10	30.12	21.82	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.07	0.02	0.020	0.007	32.40	-84.95	448.99	-3082.41	60.92	-84.48	0.03	-0.15	19.03	0.09	-17.82	49.57	-0.35	27.23	25.53	26.12	30.12	21.80	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.08	0.01	0.026	0.005	32.40	-83.46	448.92	-3082.52	60.94	-84.25	0.03	-0.15	19.03	-0.03	-15.38	-76.16	-1.43	27.21	25.54	26.10	30.09	21.79	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.09	0.01	0.018	0.005	32.40	-87.02	448.93	-3084.92	61.87	-85.08	0.03	-0.15	19.00	-0.15	-14.16	-14.41	-3.25	27.20	25.55	26.12	30.12	21.79	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.10	0.01	0.028	0.004	32.40	-84.91	446.54	-3083.60	60.58	-84.46	0.03	-0.14	19.00	-0.03	-12.94	-76.16	-1.43	27.21	25.54	26.08	30.17	21.79	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.11	0.01	0.015	0.003	32.40	-84.14	447.54	-3082.13	59.40	-84.02	0.03	-0.15	19.00	0.22	-15.38	10.06	2.22	27.18	25.56	26.08	30.13	21.81	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.12	0.02	0.018	0.008	32.40	-88.51	450.22	-3084.81	62.10	-85.31	0.03	-0.15	19.00	0.09	-12.94	49.57	-0.35	27.13	25.59	26.07	30.13	21.81	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.13	0.01	0.019	-0.003	32.40	-87.02	449.58	-3083.66	61.31	-85.08	0.03	-0.15	18.99	-0.15	-12.94	-14.41	-3.25	27.13	25.60	26.07	30.13	21.82	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.14	-0.00	0.018	0.013	32.39	-85.63	448.15	-3083.53	60.81	-84.89	0.03	-0.15	18.96	-0.15	-10.50	2.00	15.23	27.10	25.58	26.05	30.17	21.81	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.15	0.03	0.020	0.003	32.40	-85.57	448.77	-3081.44	60.79	-85.51	0.03	-0.15	18.98	-0.15	-6.84	-47.22	-1.69	27.07	25.61	26.08	30.17	21.81	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.16	0.02	0.016	0.013	32.39	-86.92	450.44	-3083.63	61.30	-85.04	0.03	-0.15	19.05	0.09	-15.38	49.57	-0.35	27.04	25.62	26.05	30.15	21.81	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.17	0.02	0.020	0.007	32.40	-84.72	447.79	-3084.70	60.35	-84.39	0.03	-0.15	19.11	0.22	-15.38	21.51	0.51	27.04	25.60	26.08	30.09	21.80	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.18	0.01	0.016	-0.000	32.40	-83.42	448.62	-3085.07	61.89	-84.24	0.03	-0.15	19.15	0.22	-14.16	10.06	2.22	27.04	25.63	26.03	30.15	21.78	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.19	-0.02	0.015	0.001	32.40	-84.81	449.79	-3085.99	61.62	-84.43	0.03	-0.15	19.16	-0.03	-14.16	183.97	-0.82	27.07	25.59	26.02	30.15	21.76	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.20	0.01	0.012	-0.000	32.40	-84.22	448.55	-3085.91	61.38	-84.70	0.03	-0.15	19.15	0.09	-12.94	23.18	0.40	27.09	25.58	25.97	30.15	21.75	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.21	0.02	0.022	0.003	32.40	-85.58	447.56	-3087.05	61.27	-84.87	0.03	-0.14	19.15	-0.27	-12.94	-17.02	-2.90	27.05	25.57	25.98	30.17	21.76	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.22	0.02	0.013	0.004	32.39	-81.48	448.78	-3085.79	61.35	-83.69	0.03	-0.15	19.16	0.09	-16.60	49.57	-0.35	27.07	25.56	25.97	30.18	21.78	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.23	0.01	0.018	0.003	32.39	-84.23	447.59	-3087.21	61.91	-84.70	0.03	-0.14	19.14	0.22	-15.38	10.06	2.22	27.09	25.56	26.03	30.22	21.81	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.24	-0.00	0.010	0.003	32.40	-84.86	448.76	-3086.13	62.03	-84.45	0.03	-0.15	19.11	0.09	-19.04	-3.21	-11.09	27.07	25.56	25.98	30.23	21.81	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.25	-0.02	0.020	-0.002	32.40	-84.14	448.50	-3084.84	61.23	-84.02	0.03	-0.15	19.12	-0.03	-12.94	183.97	-0.82	27.12	25.56	26.00	30.22	21.82	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.26	-0.00	0.019	0.004	32.40	-85.58	449.91	-3084.54	60.82	-84.23	0.03	-0.15	19.16	-0.03	-14.16	10.55	2.07	27.12	25.59	25.95	30.23	21.83	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.27	0.01	0.018	0.001	32.40	-84.23	447.55	-3084.96	61.64	-84.70	0.03	-0.15	19.22	-0.15	-19.04	-14.41	-3.25	27.15	25.61	26.02	30.25	21.85	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.28	0.01	0.016	0.005	32.40	-83.51	448.93	-3084.93	61.88	-84.27	0.03	-0.15	19.26	-0.15	-16.60	-14.41	-3.25	27.12	25.63	25.97	30.26	21.87	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.29	-0.00	0.015	-0.002	32.40	-84.81	449.69	-3085.08	62.14	-84.43	0.03	-0.15	19.26	0.09	-16.60	-3.21	-11.09	27.09	25.61	26.03	30.25	21.89	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.30	0.02	0.016	0.004	32.40	-84.09	447.63	-3084.63	60.33	-84.00	0.03	-0.15	19.22	-0.03	-12.94	-162.87	-1.20	27.12	25.58	26.02	30.26	21.89	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.31	0.02	0.016	0.003	32.40	-84.90	451.00	-3082.30	60.76	-84.46	0.03	-0.15	19.22	-0.03	-8.06	-162.87	-1.20	27.13	25.55	25.97	30.28	21.90	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.32	0.01	0.019	0.004	32.39	-85.48	448.84	-3086.21	62.03	-84.83	0.03	-0.15	19.21	-0.03	-17.82	-76.16	-1.43	27.13	25.57	26.00	30.26	21.92	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.33	0.01	0.022	-0.000	32.40	-86.25	448.55	-3083.48	60.42	-84.64	0.03	-0.15	19.19	0.22	-9.28	10.06	2.22	27.10	25.53	26.02	30.30	21.92	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.34	0.01	0.022	0.003	32.39	-91.16	449.88	-3084.79	61.45	-85.63	0.03	-0.15	19.14	-0.03	-14.16	-76.16	-1.43	27.12	25.51	25.98	30.31	21.91	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.35	0.03	0.009	0.005	32.40	-84.14	450.09	-3083.85	61.99	-84.02	0.03	-0.15	19.14	-0.15	-15.38	-47.22	-1.69	27.13	25.51	26.02	30.28	21.89	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.36	0.01	0.018	0.003	32.39	-83.55	448.75	-3086.04	62.00	-84.29	0.03	-0.15	19.14	-0.15	-11.72	-14.41	-3.25	27.15	25.54	26.02	30.30	21.89	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.37	0.03	0.020	0.007	32.39	-83.51	447.81	-3082.25	60.01	-84.27	0.03	-0.15	19.15	0.09	-15.38	75.96	-0.57	27.17	25.54	26.02	30.33	21.91	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.38	0.01	0.028	0.003	32.40	-86.93	449.91	-3086.13	62.28	-84.40	0.03	-0.15	19.15	0.09	-8.06	23.18	0.40	27.17	25.51	26.05	30.30	21.92	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.39	-0.00	0.015	0.008	32.39	-86.98	449.09	-3088.50	62.96	-84.42	0.03	-0.15	19.11	-0.03	-10.50	10.55	2.07	27.15	25.51	26.05	30.31	21.91	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.40	-0.00	0.019	-0.002	32.40	-82.69	449.66	-3083.76	61.33	-83.81	0.03	-0.15	19.08	-0.15	-15.38	2.00	15.23	27.17	25.50	26.10	30.31	21.91	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.41	-0.02	0.020	0.008	32.40	-86.16	446.75	-3086.01	60.90	-85.24	0.03	-0.14	19.10	-0.03	-10.50	183.97	-0.82	27.21	25.54	26.05	30.33	21.91	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.42	0.01	0.015	-0.002	32.40	-84.86	448.50	-3081.24	60.13	-84.45	0.03	-0.15	19.10	0.09	-11.72	23.18	0.40	27.21	25.54	26.03	30.34	21.91	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.43	0.01	0.009	0.007	32.40	-87.65	449.00	-3086.09	62.04	-84.83	0.03	-0.15	19.10	-0.03	-12.94	-76.16	-1.43	27.25	25.53	26.10	30.34	21.92	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.44	0.01	0.020	0.003	32.40	-83.56	447.61	-3086.04	61.78	-84.29	0.03	-0.15	19.07	-0.15	-19.04	-14.41	-3.25	27.21	25.57	26.08	30.31	21.92	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.45	0.02	0.020	0.001	32.40	-85.58	448.65	-3084.81	61.23	-84.87	0.03	-0.15	19.05	-0.27	-10.50	-17.02	-2.90	27.21	25.61	26.03	30.30	21.91	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.46	0.02	0.025	-0.000	32.40	-84.23	449.72	-3084.74	61.46	-84.06	0.03	-0.15	19.05	-0.03	-14.16	-162.87	-1.20	27.17	25.58	25.97	30.31	21.93	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.47	0.01	0.019	0.008	32.40	-87.74	450.23	-3081.31	61.01	-85.50	0.03	-0.15	19.04	0.09	-12.94	23.18	0.40	27.20	25.59	26.02	30.30	21.92	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.48	0.02	0.025	0.001	32.40	-84.09	448.68	-3083.73	61.10	-84.00	0.03	-0.15	19.00	0.09	-15.38	49.57	-0.35	27.21	25.57	26.05	30.30	21.92	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.49	-0.00	0.012	-0.005	32.40	-83.51	447.24	-3085.01	61.66	-84.28	0.03	-0.14	18.99	0.09	-11.72	-3.21	-11.09	27.23	25.56	26.03	30.30	21.94	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.50	0.01	0.019	0.010	32.40	-84.86	449.12	-3084.74	61.23	-84.44	0.03	-0.15	19.03	-0.27	-6.84	-7.96	-5.07	27.23	25.52	26.07	30.33	21.95	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.51	-0.00	0.016	0.004	32.39	-86.97	448.84	-3082.52	60.92	-85.06	0.03	-0.15	19.08	0.09	-14.16	-3.21	-11.09	27.28	25.53	26.10	30.33	22.00	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.52	0.01	0.019	0.010	32.40	-86.93	447.97	-3082.31	60.03	-85.04	0.03	-0.15	19.14	0.09	-14.16	23.18	0.40	27.26	25.52	26.08	30.31	22.02	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.53	0.01	0.025	0.005	32.40	-86.84	448.94	-3088.70	63.00	-85.01	0.03	-0.15	19.13	-0.03	-12.94	-76.16	-1.43	27.26	25.51	26.08	30.33	22.02	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.54	0.02	0.016	-0.002	32.40	-85.53	449.66	-3083.75	61.34	-84.85	0.03	-0.15	19.14	-0.03	-12.94	-162.87	-1.20	27.30	25.51	26.10	30.33	22.00	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.55	0.01	0.018	0.008	32.39	-84.77	450.21	-3083.67	61.32	-83.76	0.03	-0.15	19.12	-0.27	-9.28	-7.96	-5.07	27.28	25.52	26.07	30.34	21.97	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.56	0.01	0.013	-0.000	32.40	-85.67	448.51	-3085.66	60.71	-84.91	0.03	-0.15	19.11	-0.03	-10.50	-76.16	-1.43	27.31	25.55	26.12	30.36	21.96	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.57	-0.00	0.019	0.005	32.40	-84.90	448.87	-3082.27	60.27	-84.46	0.03	-0.15	19.12	-0.03	-10.50	10.55	2.07	27.28	25.51	26.10	30.38	21.96	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.58	0.01	0.019	0.010	32.40	-87.69	450.25	-3085.83	61.60	-84.84	0.03	-0.15	19.14	-0.15	-9.28	-14.41	-3.25	27.28	25.51	26.07	30.39	21.98	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.59	-0.02	0.016	-0.000	32.40	-86.30	448.51	-3083.24	59.77	-84.65	0.03	-0.15	19.22	0.09	-8.06	-55.99	-1.58	27.26	25.52	26.07	30.41	21.96	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.60	0.01	0.019	0.001	32.40	-86.93	448.67	-3087.31	62.20	-85.04	0.03	-0.15	19.28	0.09	-11.72	23.18	0.40	27.26	25.52	26.07	30.38	21.95	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.61	0.02	0.022	0.001	32.40	-87.69	450.93	-3085.90	61.84	-84.84	0.03	-0.15	19.32	0.09	-10.50	49.57	-0.35	27.23	25.51	26.02	30.36	21.97	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.62	0.01	0.016	0.001	32.40	-86.93	448.64	-3085.98	61.39	-85.04	0.03	-0.15	19.29	-0.15	-5.62	-14.41	-3.25	27.20	25.52	26.00	30.31	21.99	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.63	-0.00	0.023	-0.003	32.40	-83.41	449.58	-3087.36	62.45	-84.24	0.03	-0.15	19.27	-0.03	-15.38	10.55	2.07	27.21	25.52	25.95	30.28	22.00	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.64	0.02	0.018	0.014	32.39	-86.16	449.35	-3082.37	60.26	-85.24	0.03	-0.15	19.29	-0.03	-12.94	-162.87	-1.20	27.21	25.51	25.95	30.25	22.02	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.65	0.01	0.013	0.016	32.39	-86.21	447.15	-3084.77	60.72	-85.26	0.03	-0.14	19.33	0.09	-11.72	23.18	0.40	27.20	25.53	25.95	30.22	22.03	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.66	0.02	0.013	0.011	32.39	-84.09	451.48	-3085.92	61.86	-84.00	0.03	-0.15	19.33	-0.15	-11.72	-30.81	-2.05	27.17	25.55	26.00	30.18	22.05	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.67	0.02	0.010	0.005	32.40	-83.41	450.05	-3087.29	62.43	-84.23	0.03	-0.15	19.30	0.09	-8.06	49.57	-0.35	27.17	25.54	25.92	30.17	22.05	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.68	0.01	0.013	0.003	32.40	-82.65	447.63	-3082.63	60.71	-83.79	0.03	-0.15	19.28	0.09	-10.50	23.18	0.40	27.12	25.54	25.95	30.15	22.05	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.69	0.01	0.023	-0.002	32.40	-85.62	449.62	-3085.92	61.60	-84.89	0.03	-0.15	19.26	-0.27	-15.38	-7.96	-5.07	27.13	25.52	25.92	30.17	22.05	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.70	0.01	0.020	-0.000	32.40	-87.65	449.73	-3084.82	61.47	-84.83	0.03	-0.15	19.29	-0.03	-9.28	-76.16	-1.43	27.12	25.53	25.92	30.17	22.05	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.71	0.01	0.016	0.007	32.40	-84.86	448.96	-3085.85	61.37	-83.80	0.03	-0.15	19.30	0.09	-11.72	23.18	0.40	27.12	25.56	25.95	30.18	22.01	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.72	-0.00	0.018	-0.002	32.40	-83.46	447.30	-3085.76	60.49	-84.25	0.03	-0.14	19.30	0.09	-4.39	-3.21	-11.09	27.07	25.51	25.95	30.22	21.99	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.73	0.01	0.013	0.004	32.40	-86.38	449.97	-3086.03	62.25	-85.33	0.03	-0.15	19.25	-0.03	-11.72	-76.16	-1.43	27.09	25.47	25.92	30.22	21.99	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.74	0.01	0.020	0.005	32.40	-86.93	448.88	-3085.95	61.37	-85.04	0.03	-0.15	19.22	-0.15	-14.16	-14.41	-3.25	27.12	25.49	25.90	30.25	21.99	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.75	0.02	0.015	0.004	32.40	-85.45	449.93	-3084.64	60.84	-83.53	0.03	-0.15	19.22	-0.15	-11.72	-30.81	-2.05	27.12	25.47	25.88	30.22	21.97	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.76	0.01	0.020	0.005	32.40	-86.93	448.85	-3084.61	60.57	-85.04	0.03	-0.15	19.22	-0.03	-15.38	-76.16	-1.43	27.04	25.48	25.95	30.26	21.95	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.77	-0.02	0.018	0.003	32.40	-82.78	451.00	-3085.90	61.86	-83.84	0.03	-0.15	19.19	-0.03	-19.04	183.97	-0.82	27.07	25.51	25.92	30.28	21.94	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.78	0.02	0.018	0.004	32.40	-84.91	447.68	-3087.20	61.93	-84.46	0.03	-0.15	19.15	-0.15	-10.50	-30.81	-2.05	27.07	25.53	25.92	30.26	21.94	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.79	0.02	0.032	0.004	32.40	-86.16	447.65	-3087.13	61.29	-84.60	0.03	-0.15	19.13	-0.03	-14.16	-162.87	-1.20	27.09	25.50	25.90	30.26	21.94	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.80	0.01	0.016	0.010	32.40	-84.18	450.28	-3087.17	62.41	-84.04	0.03	-0.15	19.12	-0.15	-12.94	-14.41	-3.25	27.09	25.49	25.97	30.30	21.95	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.81	-0.00	0.023	0.005	32.39	-83.51	448.87	-3085.87	61.34	-84.27	0.03	-0.15	19.10	-0.03	-17.82	10.55	2.07	27.09	25.47	25.97	30.30	21.96	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.82	0.01	0.019	0.005	32.40	-84.27	450.05	-3086.02	62.26	-84.71	0.03	-0.15	19.07	-0.15	-10.50	-14.41	-3.25	27.07	25.53	25.95	30.34	21.94	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.83	0.01	0.016	0.007	32.39	-87.60	450.07	-3088.20	61.90	-84.80	0.03	-0.15	19.07	-0.15	-10.50	-14.41	-3.25	27.12	25.52	26.02	30.36	21.92	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.84	0.01	0.012	0.010	32.40	-85.63	449.09	-3083.32	60.42	-84.24	0.03	-0.15	19.08	-0.03	-11.72	-76.16	-1.43	27.12	25.51	26.02	30.39	21.90	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47.85	0.01	0.020	-0.000	32.40	-85.49	447.43	-3085.99	61.15	-84.19	0.03	-0.14	19.08	0.22	-12.94	10.06	2.22	27.09	25.54	25.98	30.38	21.89	-3112.87	0.00	0.000	-1.00	19.00	0.000	26.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
